Profile Summary
Generated on: 2020-11-14 16:00:03
Msec since Epoch: 1605369603025
Profiled application: DeepPointV1FPGA
Target platform: Xilinx
Tool version: 2019.1
Target devices: xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clWaitForEvents,422,3480.62,0.128056,8.24791,92.0249,
clCreateBuffer,810,1446.75,0.019549,1.78611,17.7912,
clCreateProgramWithBinary,1,241.225,241.225,241.225,241.225,
clEnqueueTask,422,235.838,0.076186,0.558857,22.1853,
clReleaseMemObject,455,182.229,0.004479,0.400504,2.91702,
clEnqueueReadBuffer,41,175.265,0.153734,4.27475,24.8807,
clSetKernelArg,4372,124.032,0.0045,0.0283696,3.40071,
clCreateKernel,71,88.4411,1.19659,1.24565,1.32878,
clEnqueueWriteBuffer,268,33.7327,0.051454,0.125868,1.52469,
clGetEventProfilingInfo,844,4.8726,0.004547,0.00577322,0.030437,
clReleaseEvent,422,3.908,0.00716,0.00926067,0.02849,
clReleaseKernel,60,0.403582,0.005909,0.00672637,0.023789,
clGetExtensionFunctionAddress,2,0.089482,0.016116,0.044741,0.073366,
clGetPlatformInfo,14,0.069555,0.004443,0.00496821,0.00796,
clRetainDevice,4,0.030628,0.005681,0.007657,0.011365,
clReleaseDevice,3,0.017739,0.004845,0.005913,0.007827,
clGetExtensionFunctionAddressForPlatform,2,0.017148,0.00563,0.008574,0.011518,
clGetDeviceIDs,2,0.016785,0.005075,0.0083925,0.01171,
clGetDeviceInfo,2,0.015773,0.006558,0.0078865,0.009215,
clCreateCommandQueue,1,0.011931,0.011931,0.011931,0.011931,
clCreateContext,1,0.011491,0.011491,0.011491,0.011491,


Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
task_concat,8,76.8683,1.20814,9.60854,21.9563,
task_conv2_1x1_direct,8,491.507,29.8613,61.4384,88.5856,
task_datamover,1,7.9972,7.9972,7.9972,7.9972,
task_datamover,1,0.151648,0.151648,0.151648,0.151648,
task_datamover,1,0.246349,0.246349,0.246349,0.246349,
task_datamover,1,0.159482,0.159482,0.159482,0.159482,
task_datamover,3,3.6857,0.161896,1.22857,3.31285,
task_datamover,1,0.155293,0.155293,0.155293,0.155293,
task_datamover,1,0.106962,0.106962,0.106962,0.106962,
task_datamover,1,4.04515,4.04515,4.04515,4.04515,
task_datamover,1,1.09459,1.09459,1.09459,1.09459,
task_datamover,1,4.0555,4.0555,4.0555,4.0555,
task_datamover,1,4.06009,4.06009,4.06009,4.06009,
task_datamover,2,8.15379,4.05163,4.0769,4.10217,
task_datamover,1,3.28032,3.28032,3.28032,3.28032,
task_datamover,3,7.09891,0.504958,2.3663,3.30046,
task_datamover,1,7.989,7.989,7.989,7.989,
task_datamover,3,12.2185,4.05652,4.07284,4.08404,
task_datamover,2,15.9757,7.98773,7.98783,7.98794,
task_datamover,2,3.51595,0.212577,1.75798,3.30337,
task_datamover,1,0.107606,0.107606,0.107606,0.107606,
task_datamover,1,1.0901,1.0901,1.0901,1.0901,
task_datamover,1,0.119911,0.119911,0.119911,0.119911,
task_datamover,2,0.267539,0.115104,0.133769,0.152435,
task_datamover,1,3.30169,3.30169,3.30169,3.30169,
task_datamover,1,4.08841,4.08841,4.08841,4.08841,
task_datamover,1,8.00864,8.00864,8.00864,8.00864,
task_datamover,2,11.2871,3.27727,5.64353,8.00979,
task_datamover,3,12.2114,4.04504,4.07046,4.10808,
task_datamover,3,7.63632,0.213607,2.54544,4.1133,
task_datamover,1,4.07898,4.07898,4.07898,4.07898,
task_datamover,1,4.09897,4.09897,4.09897,4.09897,
task_datamover,1,0.21215,0.21215,0.21215,0.21215,
task_datamover,1,4.0901,4.0901,4.0901,4.0901,
task_datamover,1,8.00732,8.00732,8.00732,8.00732,
task_datamover,1,4.09753,4.09753,4.09753,4.09753,
task_datamover,1,0.211284,0.211284,0.211284,0.211284,
task_datamover,1,3.28259,3.28259,3.28259,3.28259,
task_datamover,2,16.0022,7.99638,8.00108,8.00577,
task_datamover,1,7.9955,7.9955,7.9955,7.9955,
task_datamover,3,7.63331,1.11317,2.54444,3.27307,
task_datamover,1,8.04631,8.04631,8.04631,8.04631,
task_datamover,1,3.31296,3.31296,3.31296,3.31296,
task_datamover,1,3.26353,3.26353,3.26353,3.26353,
task_gather,5,58.2603,4.22214,11.6521,16.6256,
task_matmul,12,260.441,0.359059,21.7034,79.5491,
task_matops,219,709.689,0.099483,3.24059,32.1898,
task_pad_unpad,8,68.3966,0.113065,8.54957,16.9987,
task_reduce,48,801.93,0.098296,16.7069,38.4776,
task_relu_sqrt_square,29,23.737,0.093978,0.818517,4.34074,
task_tile,15,83.6105,2.7761,5.57404,13.6528,
task_topk,5,394.903,78.9063,78.9806,79.0487,
task_transpose,5,5.25182,0.390559,1.05036,1.4898,


Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Dataflow Execution,Max Overlapping Executions,Dataflow Acceleration,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),


Data Transfer: Host to Global Memory
Context:Number of Devices,Transfer Type,Number Of Buffer Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Buffer Size (KB),Total Time (ms),Average Time (ms),
context0:1,READ,41,1538.690531,16.028026,6403.52,170.628286,4.161666,
