Profile Summary
Generated on: 2020-11-14 16:04:04
Msec since Epoch: 1605369844718
Profiled application: DeepPointV1FPGA
Target platform: Xilinx
Tool version: 2019.1
Target devices: xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clWaitForEvents,422,16981.8,0.11108,40.2412,458.585,
clCreateBuffer,810,7617.59,0.018308,9.40443,64.7753,
clEnqueueReadBuffer,41,1050.17,0.14874,25.6139,127.206,
clReleaseMemObject,455,894.597,0.00443,1.96615,13.8758,
clSetKernelArg,4372,510.16,0.004453,0.116688,16.4504,
clCreateProgramWithBinary,1,250.022,250.022,250.022,250.022,
clEnqueueTask,422,229.489,0.075846,0.543812,19.3431,
clCreateKernel,71,89.1155,1.21596,1.25515,1.33339,
clEnqueueWriteBuffer,268,37.0455,0.054189,0.13823,1.55505,
clGetEventProfilingInfo,844,5.06911,0.004555,0.00600606,0.054635,
clReleaseEvent,422,3.95006,0.00696,0.00936034,0.040593,
clReleaseKernel,60,0.426716,0.005946,0.00711193,0.037987,
clGetExtensionFunctionAddress,2,0.0879,0.0159,0.04395,0.072,
clGetPlatformInfo,14,0.068567,0.004412,0.00489764,0.007632,
clRetainDevice,4,0.026637,0.00561,0.00665925,0.008169,
clReleaseDevice,3,0.018216,0.004791,0.006072,0.008125,
clGetDeviceIDs,2,0.016743,0.005206,0.0083715,0.011537,
clGetExtensionFunctionAddressForPlatform,2,0.01671,0.005509,0.008355,0.011201,
clGetDeviceInfo,2,0.015546,0.006682,0.007773,0.008864,
clCreateCommandQueue,1,0.011751,0.011751,0.011751,0.011751,
clCreateContext,1,0.010988,0.010988,0.010988,0.010988,


Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
task_concat,8,380.549,5.56292,47.5686,109.164,
task_conv2_1x1_direct,8,2452.85,148.832,306.607,442.046,
task_datamover,1,15.8545,15.8545,15.8545,15.8545,
task_datamover,1,0.347945,0.347945,0.347945,0.347945,
task_datamover,1,0.453263,0.453263,0.453263,0.453263,
task_datamover,1,39.4522,39.4522,39.4522,39.4522,
task_datamover,1,0.352075,0.352075,0.352075,0.352075,
task_datamover,1,0.600014,0.600014,0.600014,0.600014,
task_datamover,1,15.8766,15.8766,15.8766,15.8766,
task_datamover,1,5.05377,5.05377,5.05377,5.05377,
task_datamover,1,0.354334,0.354334,0.354334,0.354334,
task_datamover,1,0.356416,0.356416,0.356416,0.356416,
task_datamover,1,19.8112,19.8112,19.8112,19.8112,
task_datamover,2,39.5859,19.7928,19.793,19.7931,
task_datamover,1,19.8035,19.8035,19.8035,19.8035,
task_datamover,1,15.9075,15.9075,15.9075,15.9075,
task_datamover,2,39.5905,19.7899,19.7953,19.8006,
task_datamover,1,0.595335,0.595335,0.595335,0.595335,
task_datamover,1,2.09796,2.09796,2.09796,2.09796,
task_datamover,1,39.4505,39.4505,39.4505,39.4505,
task_datamover,1,19.7899,19.7899,19.7899,19.7899,
task_datamover,3,94.78,15.8737,31.5933,39.4539,
task_datamover,1,19.8312,19.8312,19.8312,19.8312,
task_datamover,2,0.216111,0.10433,0.108055,0.111781,
task_datamover,1,0.104069,0.104069,0.104069,0.104069,
task_datamover,1,15.8643,15.8643,15.8643,15.8643,
task_datamover,2,78.9606,39.4687,39.4803,39.4919,
task_datamover,1,19.7921,19.7921,19.7921,19.7921,
task_datamover,1,0.099784,0.099784,0.099784,0.099784,
task_datamover,5,65.0908,0.608235,13.0182,19.8447,
task_datamover,1,0.341943,0.341943,0.341943,0.341943,
task_datamover,1,19.7988,19.7988,19.7988,19.7988,
task_datamover,1,15.8669,15.8669,15.8669,15.8669,
task_datamover,1,19.8304,19.8304,19.8304,19.8304,
task_datamover,1,19.8449,19.8449,19.8449,19.8449,
task_datamover,2,16.4524,0.601706,8.22618,15.8507,
task_datamover,2,78.97,39.4551,39.485,39.5148,
task_datamover,1,15.8672,15.8672,15.8672,15.8672,
task_datamover,1,15.8613,15.8613,15.8613,15.8613,
task_datamover,1,39.5225,39.5225,39.5225,39.5225,
task_datamover,2,16.5089,0.596698,8.25447,15.9122,
task_datamover,1,39.4776,39.4776,39.4776,39.4776,
task_datamover,1,19.8398,19.8398,19.8398,19.8398,
task_datamover,1,19.7969,19.7969,19.7969,19.7969,
task_datamover,1,15.8758,15.8758,15.8758,15.8758,
task_datamover,1,5.09903,5.09903,5.09903,5.09903,
task_datamover,1,16.0026,16.0026,16.0026,16.0026,
task_datamover,1,15.8837,15.8837,15.8837,15.8837,
task_datamover,1,39.4578,39.4578,39.4578,39.4578,
task_gather,5,288.546,20.6211,57.7092,82.4583,
task_matmul,12,1292.96,1.15891,107.747,397.251,
task_matops,219,3442.7,0.095813,15.7201,160.089,
task_pad_unpad,8,337.667,0.102706,42.2084,84.3223,
task_reduce,48,3988.45,0.100839,83.0928,191.884,
task_relu_sqrt_square,29,105.463,0.089338,3.63664,21.0211,
task_tile,15,410.427,13.4617,27.3618,67.6338,
task_topk,5,1971.29,394.057,394.257,394.523,
task_transpose,5,24.072,1.54961,4.8144,6.99937,


Compute Unit Utilization
